"KNK_T2","KNK-12IN-A2-2RR-136-035","VALVE, BALL, ISOLATION, SWI-B DISCH TO TURRET","VABA","VA"
"KNK_T2","KNK-12IN-A2-2RR-138-108","VALVE, BALL, TOPSIDE","VABA","VA"
"KNK_T2","KNK-12IN-A2-2RR-138-132","VALVE, BALL, TOPSIDE","VABA","VA"
"KNK_T2","KNK-12IN-A2-2RR-138-144","VALVE, BALL, TOPSIDE","VABA","VA"
"KNK_T2","KNK-12IN-A2-2RRE-123-025","VALVE, BALL, ISOLATION, UPSTREAM LV-3630-01A","VABA","VA"
"KNK_T2","KNK-12IN-A2-2RRE-123-026","VALVE, BALL, ISOLATION, D/STREAM LV-3630-01A","VABA","VA"
"KNK_T2","KNK-12IN-A2-2RRE-123-036","VALVE, BALL, ISOLATION, D/STREAM XV-3645-03","VABA","VA"
"KNK_T2","KNK-12IN-A2-4R-151-070","VALVE, GLOBE, TOPSIDE","VAGL","VA"
"KNK_T2","KNK-12IN-A2-7RY-151-001","VALVE, BUTTERFLY, TOPSIDE","VABP","VA"
"KNK_T2","KNK-12IN-A2-7RY-151-009","VALVE, BUTTERFLY, TOPSIDE","VABP","VA"
"KNK_T2","KNK-12IN-A2-7RY-151-027","VALVE, BUTTERFLY, TOPSIDE","VABP","VA"
"KNK_T2","KNK-12IN-A2H-2RR-138-023","VALVE, BALL, TOPSIDE","VABA","VA"
"KNK_T2","KNK-12IN-A2H-2RR-138-026","VALVE, BALL, ISOLATION, SUCTION PBE-3520A","VABA","VA"
"KNK_T2","KNK-12IN-A2H-2RR-138-027","VALVE, BALL, ISOLATION, SUCTION PBE-3520B","VABA","VA"
"KNK_T2","KNK-12IN-A2RFS-3408-18","VALVE, BALL, INLET, BURST DISC, PSE-3220A-07","VABA","VA"
"KNK_T2","KNK-12IN-A2RFS-3408-19","VALVE, BALL, INLET, BURST DISC, PSE-3220B-07","VABA","VA"
"KNK_T2","KNK-12IN-B1-2RFE116-026","VALVE, BALL, TOPSIDE","VABA","VA"
"KNK_T2","KNK-12IN-B1-2RFE116-136","VALVE, BALL, TOPSIDE","VABA","VA"
"KNK_T2","KNK-12IN-B2-2RFE-116-026","VALVE, BALL, ISOLATION, D/STREAM, PSV-2020A-01","VABA","VA"
"KNK_T2","KNK-12IN-B2-2RFE-116-136","VALVE, BALL, ISOLATION, D/STREAM, PSV-2020B-01","VABA","VA"
"KNK_T2","KNK-12IN-B2-2RR-105-254","VALVE, BALL, ISOLATION, UPSTREAM OFF SPEC TK","VABA","VA"
"KNK_T2","KNK-12IN-B2-2RR-106-014","VALVE, BALL, ISOLATION, INLET CRUDE CRUDE EX A","VABA","VA"
"KNK_T2","KNK-12IN-B2-2RR-106-025","VALVE, BALL, ISOLATION, OUTLET CRUDE CRUDE EX A","VABA","VA"
"KNK_T2","KNK-12IN-B2-2RR-106-050","VALVE, BALL, ISOLATION, D/STREAM HZZ-1115A","VABA","VA"
"KNK_T2","KNK-12IN-B2-2RR-106-058","VALVE, BALL, ISOLATION, UPSTREAM HZZ-1110B","VABA","VA"
"KNK_T2","KNK-12IN-B2-2RR-106-074","VALVE, BALL, ISOLATION, D/STREAM HZZ-1110B","VABA","VA"
"KNK_T2","KNK-12IN-B2-2RR-106-095","VALVE, BALL, ISOLATION, D/STREAM HZZ-1115B","VABA","VA"
"KNK_T2","KNK-12IN-B2-2RR-107-032","VALVE, BALL, ISOLATION, MBD-1125 TO LP GAS","VABA","VA"
"KNK_T2","KNK-12IN-B2-5RW-106-159","VALVE, SWING CHECK, HZZ-1115A TO IP SEP.","VACH","VA"
"KNK_T2","KNK-12IN-B2-5RW-106-161","VALVE, SWING CHECK, HZZ-1115A TO CRUDE","VACH","VA"
"KNK_T2","KNK-12IN-B7RS-3410-01","VALVE, SWING CHECK, TOPSIDE","VACH","VA"
"KNK_T2","KNK-12IN-B7RS-3410-11","VALVE, SWING CHECK, TOPSIDE","VACH","VA"
"KNK_T2","KNK-12IN-B7RS-3411-01","VALVE, SWING CHECK, TOPSIDE","VACH","VA"
"KNK_T2","KNK-12IN-B7RS-3411-11","VALVE, SWING CHECK, TOPSIDE","VACH","VA"
"KNK_T2","KNK-12IN-D1-2RFE-116-063","VALVE, BALL, ISOLATION, D/STREAM PV-2020-05","VABA","VA"
"KNK_T2","KNK-12IN-D1-2RRE-115-015","VALVE, BALL, ISOLATION, D/STREAM MAF-2315","VABA","VA"
"KNK_T2","KNK-12IN-D1-2RRE-115-016","VALVE, BALL, ISOLATION, D/STREAM MAF-2315","VABA","VA"
"KNK_T2","KNK-12IN-D1-2RRE-116-002","VALVE, BALL, ISOLATION, UPSTREAM MBF-2021A","VABA","VA"
"KNK_T2","KNK-12IN-D1-2RRE-116-104","VALVE, BALL, ISOLATION, UPSTREAM MBF-2021B","VABA","VA"
"KNK_T2","KNK-12IN-D1H-2RRE-137-032","VALVE, BALL, ISOLATION, D/STREAM PBE-1210B","VABA","VA"
"KNK_T2","KNK-12IN-D1H-2RRE-137-036","VALVE, BALL, ISOLATION, D/STREAM PBE-1210A","VABA","VA"
"KNK_T2","KNK-12IN-D1H-2RRE-137-059","VALVE, BALL, ISOLATION, DISCH PBE-1210B","VABA","VA"
"KNK_T2","KNK-12IN-D1H-5RS-137-031","VALVE, CHECK, TOPSIDE","VACH","VA"
"KNK_T2","KNK-12IN-D1H-5RS-137-035","VALVE, CHECK, TOPSIDE","VACH","VA"
"KNK_T2","KNK-12IN-D2-2RB-114-001","VALVE, BALL, ISOLATION, INLINE DELIQUIDISER INLET","VABA","VA"
"KNK_T2","KNK-12IN-D2-2RB-114-002","VALVE, BALL, ISOLATION, INLINE DELIQUIDISER INLET","VABA","VA"
"KNK_T2","KNK-12IN-D2-2RF-112-057","VALVE, BALL, ISOLATION, D/STREAM HBG-2015A","VABA","VA"
"KNK_T2","KNK-12IN-D2-2RF-112-132","VALVE, BALL, ISOLATION, D/STREAM HBG-2015B","VABA","VA"
"KNK_T2","KNK-12IN-D2-2RR-114-001","VALVE, BALL, ISOLATION, UPSTREAM MAK-2310","VABA","VA"
"KNK_T2","KNK-12IN-D2-2RR-114-002","VALVE, BALL, ISOLATION, UPSTREAM MAK-2310","VABA","VA"
"KNK_T2","KNK-12IN-D2-2RR-114-004","VALVE, BALL, BYPASS, MAK-2310","VABA","VA"
"KNK_T2","KNK-12IN-D2-2RR-114-016","VALVE, BALL, ISOLATION, D/STREAM, MAK-2310 GFS","VABA","VA"
"KNK_T2","KNK-12IN-D2-2RR-114-017","VALVE, BALL, ISOLATION, D/STREAM, MAK-2310 GFS","VABA","VA"
"KNK_T2","KNK-12IN-D2-5RP-112-048","VALVE, BALL, TOPSIDE","VABA","VA"
"KNK_T2","KNK-12IN-D2-5RP-112-130","VALVE, SWING CHECK, TOPSIDE","VACH","VA"
"KNK_T2","KNK-12IN-D2-5RS-112-056","VALVE, BALL, TOPSIDE","VACH","VA"
"KNK_T2","KNK-12IN-D2-5RS-112-131","VALVE, SWING CHECK, TOPSIDE","VACH","VA"
"KNK_T2","KNK-12IN-D2-5RS-114-011","VALVE, SWING CHECK, TOPSIDE","VACH","VA"
"KNK_T2","KNK-12IN-D2H-5RP-112-203","VALVE, CHECK, TOPSIDE","VACH","VA"
"KNK_T2","KNK-12IN-D2H-5RP-112-207","VALVE, CHECK, TOPSIDE","VACH","VA"
"KNK_T2","KNK-12IN-D2H-5RS-112","VALVE, CHECK, TOPSIDE","VACH","VA"
"KNK_T2","KNK-12IN-DIH-2RRE-137-057","VALVE, BALL, ISOLATION, DISCH PBE-1210A","VABA","VA"
"KNK_T2","KNK-12IN-E1-5JS-116-004","VALVE, CHECK, TOPSIDE","VACH","VA"
"KNK_T2","KNK-12IN-E1-5JS-116-107","VALVE, CHECK, TOPSIDE","VACH","VA"
"KNK_T2","KNK-12IN-F1-2JFE-116-044","VALVE, BALL, ISOLATION, D/STREAM HBG-2025A","VABA","VA"
"KNK_T2","KNK-12IN-F1-2JFE-116-156","VALVE, BALL, ISOLATION, D/STREAM HBG-2025B","VABA","VA"
"KNK_T2","KNK-12IN-F1-2JFE-117-004","VALVE, BALL, ISOLATION, UPSTREAM MBF-2031A","VABA","VA"
"KNK_T2","KNK-12IN-F1-2JFE-117-100","VALVE, BALL, ISOLATION, UPSTREAM MBF-2031B","VABA","VA"
"KNK_T2","KNK-12IN-F1-5JS-116-04","VALVE, CHECK, TOPSIDE","VACH","VA"
"KNK_T2","KNK-12IN-F1-5JS-116-041","VALVE, SWING CHECK, TOPSIDE","VACH","VA"
"KNK_T2","KNK-12IN-F1-5JS-116-042","VALVE, SWING CHECK, TOPSIDE","VACH","VA"
"KNK_T2","KNK-12IN-F1-5JS-116-152","VALVE, SWING CHECK, TOPSIDE","VACH","VA"
"KNK_T2","KNK-12IN-F1-5JS-116-153","VALVE, SWING CHECK, TOPSIDE","VACH","VA"
"KNK_T2","KNK-12IN-F1-5JS-116-42","VALVE, CHECK, TOPSIDE","VACH","VA"
"KNK_T2","KNK-12IN-F2-2GF-304-005-TU","VALVE, DBB, Z-0470-9 PIG LAUNCHER OUTLET","VAGN","VA"
"KNK_T2","KNK-12IN-F2-2GF-304-006-TU","VALVE, DBB, Z-0470-9 PIG LAUNCHER OUTLET","VAGN","VA"
"KNK_T2","KNK-12IN-F2-2GF-304-032-TU","VALVE, DBB, Z-0870-10 PIG LAUNCHER OUTLET","VAGN","VA"
"KNK_T2","KNK-12IN-F2-2GF-304-033-TU","VALVE, DBB, Z-0870-10 PIG LAUNCHER OUTLET","VAGN","VA"
"KNK_T2","KNK-12IN-G1-5JDE-117-106","VALVE, CHECK, TOPSIDE","VACH","VA"
"KNK_T2","KNK-12IN-G1-5JS-117-005","VALVE, SWING CHECK, TOPSIDE","VACH","VA"
